"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"10",2019-08-05 19:21:21,10,0,519.1380791,0,"drought","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-08-05 19:22:08,10,0,511.96609744,47,"drought","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-08-05 19:22:57,10,0,517.2037966,96,"drought","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"11",2019-08-05 23:09:51,1,52.66090931,505.82926822,0,"drought","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-08-05 23:10:42,1,52.66090931,518.0038105,51,"drought","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"13",2019-08-05 22:20:10,13,52.66090931,510.00016785,0,"drought","S13","SR","lowland","constant weight","150 day",2,"SR_150d_low_CW_r2"
"13",2019-08-05 22:21:00,13,52.66090931,517.77051917,50,"drought","S13","SR","lowland","constant weight","150 day",2,"SR_150d_low_CW_r2"
"13",2019-08-05 22:21:50,13,52.66090931,520.61289589,100,"drought","S13","SR","lowland","constant weight","150 day",2,"SR_150d_low_CW_r2"
"14",2019-08-05 22:22:35,14,52.66090931,506.12483314,0,"drought","S14","SR","lowland","forced","150 day",4,"SR_150d_low_FAD_r4"
"14",2019-08-05 22:23:25,14,52.66090931,572.25003856,50,"drought","S14","SR","lowland","forced","150 day",4,"SR_150d_low_FAD_r4"
"14",2019-08-05 22:24:15,14,52.66090931,603.12498423,100,"drought","S14","SR","lowland","forced","150 day",4,"SR_150d_low_FAD_r4"
"15",2019-08-05 21:21:33,15,0,540.1751921,0,"drought","S15","SR","lowland","constant weight","90 day",2,"SR_90d_low_CW_r2"
"15",2019-08-05 21:22:24,15,0,527.0863116,51,"drought","S15","SR","lowland","constant weight","90 day",2,"SR_90d_low_CW_r2"
"15",2019-08-05 21:22:29,15,0,521.09947503,56,"drought","S15","SR","lowland","constant weight","90 day",2,"SR_90d_low_CW_r2"
